Entity	Sentence	Uri	WikiTitle
	M-79 meets M-66 and turns south along the latter highway 's route along Main and Durkee streets through the community .		
	South of town in Maple Grove Township   M-79 separates from M-66 and turns east along Lawrence Road .		
	Outside of Charlotte   M-79 curves southeast to transition to Lawrence Avenue through town .		
	The eastern terminus is at an intersection with Cochran Avenue   which carries BL I-69 and M-50 .		
	M-79 was formed as a state trunkline by July 1   1919 along part of its present routing .		
	At the time   it ran between Hastings and Nashville as it does today .		
M-17 EntityMentionSEP Battle Creek EntityMentionSEP	From Nashville   the trunkline turned south and west to end at the contemporary M-17 in Battle Creek .	NA NA	ichigan highway) WikiLabelSEP Creek, Michigan WikiLabelSEP
M-78 EntityMentionSEP	By 1927   the southernmost section of M-79 was truncated when M-78 was extended to Battle Creek .	NA	ichigan highway) WikiLabelSEP
M-14 EntityMentionSEP	In late 1930   the southernmost section is shortened once again as a new M-14 designation replaced M-79 south of Nashville .	NA	ichigan highway) WikiLabelSEP
Vermontville EntityMentionSEP	An eastward extension of M-79 at the same time carries the highway designation to Vermontville .	NA	ville, Michigan WikiLabelSEP
	M-79 was extended easterly to Charlotte in 1934 at the same time that the section of the trunkline between Nashville and Vermontville was redesignated M-214 .		
	M-79 was rerouted along Assyria and Lawrence roads at the time to connect the sections of M-79 on either side of M-214 .		
M-66 EntityMentionSEP	By 1941   M-214 was shortened to a connector route in downtown Nashville running between M-79 and M-66	NA	ichigan highway) WikiLabelSEP
Ballinascarty EntityMentionSEP County Cork EntityMentionSEP Irish EntityMentionSEP Gaelic football EntityMentionSEP	Teddy Holland ( born 1948 in Ballinascarty   County Cork ) is an Irish former Gaelic football and former player .	NA Q347404 NA Q1081491	scarty WikiLabelSEP Cork WikiLabelSEP eople WikiLabelSEP football WikiLabelSEP
Ballinascarthy EntityMentionSEP St. Finbarr 's EntityMentionSEP Cork EntityMentionSEP	He played football with his local clubs Ballinascarthy and St. Finbarr 's and was a member of the Cork senior inter-county team from 1969 until 1970 .	NA NA Q9659	scarthy GAA WikiLabelSEP barr's GAA WikiLabelSEP A WikiLabelSEP
	Holland is best known in recent times for his short-lived managerial appointment of the Cork senior football team during a period when they were on .		
Ballinascarty EntityMentionSEP	Holland played his early club football with his local Ballinascarty side .	NA	scarthy GAA WikiLabelSEP
Carbery EntityMentionSEP St Finbarr 's EntityMentionSEP	He also lined out with the Carbery division in the county senior championship before moving to the famous Cork club St Finbarr 's club in the early 1970s .	Q379065 NA	 GAA WikiLabelSEP barr's GAA WikiLabelSEP
	It was with ' the Barr 's ' that Holland enjoyed much success .		
Cork Senior Football Championship EntityMentionSEP	It was here that he won his first Cork Senior Football Championship medal in 1976 .	NA	nior Football Championship WikiLabelSEP
	He won two further county medals in 1979 and in 1980 .		
Munster Senior Club Football Championship EntityMentionSEP All-Ireland Senior Club Football Championship EntityMentionSEP	The latter victory was converted into a Munster Senior Club Football Championship title as well as an All-Ireland Senior Club Football Championship title .	NA NA	 Senior Club Football Championship WikiLabelSEP land Senior Club Football Championship WikiLabelSEP
	Holland won a fourth county medal in 1982 .		
Cork GAA EntityMentionSEP	Holland 's time off the field with Cork GAA began as a selector with the county senior football team in 1993 .	Q9659	A WikiLabelSEP
Cork EntityMentionSEP Munster EntityMentionSEP	It was a great era for Cork as the team captured three successive Munster titles   however   the team failed to capture an All-Ireland crown .	Q9659 NA	A WikiLabelSEP  Senior Football Championship WikiLabelSEP
	Holland later moved onto the Cork under-21 team where he worked as a selector again .		
	In 1998 Holland took over as manager of the Cork minor football team .		
Limerick EntityMentionSEP	His first season in charge brought a surprise loss to Limerick .	NA	k GAA WikiLabelSEP
Mayo EntityMentionSEP	The following year saw Cork win the Munster title before going on to be defeated by Mayo in the All-Ireland semi-final .	Q9659	A WikiLabelSEP
All-Ireland EntityMentionSEP	Holland 's team retained their provincial title in 2000 before going on to win the All-Ireland title .	Q11081619	land WikiLabelSEP
	He was appointed manager of the Cork football team in 2007 while the players were on protesting about the process for picking selectors .		
	The players refused to play under Holland as he was appointed during the strike .		
	The player strike lasted until February 18   2008 when he resigned as manager as one of the conditions of resolving the strike without ever actually working with the players .		
Conor Counihan EntityMentionSEP	He was succeeded as team manager by Conor Counihan	NA	ounihan WikiLabelSEP
	The Commonwealth men   Commonwealth 's men   or Commonwealth Party were highly outspoken British Protestant religious   political   and economic reformers during the early 18th century .		
Country Party EntityMentionSEP	They were active in the movement called the Country Party .	NA	 Party (Britain) WikiLabelSEP
republicanism EntityMentionSEP Republicanism in the United States EntityMentionSEP	They promoted republicanism and had a great influence on Republicanism in the United States   but little impact in Britain .	NA NA	canism WikiLabelSEP canism in the United States WikiLabelSEP
John Trenchard EntityMentionSEP Thomas Gordon EntityMentionSEP Cato 's Letters EntityMentionSEP	The most noted commonwealthmen were John Trenchard and Thomas Gordon   who wrote the seminal work Cato 's Letters between 1720 and 1723 .	NA Q224227 NA	enchard (writer) WikiLabelSEP Gordon WikiLabelSEP Letters WikiLabelSEP
Robert Crowley EntityMentionSEP Thomas Beccon EntityMentionSEP Thomas Lever EntityMentionSEP John Hales EntityMentionSEP	Other members include Robert Crowley     Thomas Beccon   Thomas Lever   and John Hales .	Q258558 NA Q40164 NA	Crowley WikiLabelSEP Beccon WikiLabelSEP Lever WikiLabelSEP les WikiLabelSEP
corruption EntityMentionSEP civic virtue EntityMentionSEP	They condemned corruption and lack of morality in British political life   theorizing that only civic virtue could protect a country from despotism and ruin .	NA NA	al corruption WikiLabelSEP irtue WikiLabelSEP
enclosure EntityMentionSEP Max Weber EntityMentionSEP Protestantism EntityMentionSEP capitalism EntityMentionSEP	Their criticism about enclosure and the general material plight of the poor was particularly notable to early twentieth-century scholars like who saw in them a valuable though regrettably abortive form of that represented a preferable alternative to the view of Max Weber that Protestantism enabled and sustained the rise of capitalism .	Q611130 NA NA NA	re WikiLabelSEP er WikiLabelSEP antism WikiLabelSEP ism WikiLabelSEP
	"On the other hand   it has been argued that the Commonwealthmen "" by no means stand against an individualistic or capitalistic spirit   and -- despite what [ for example   historians JGA Pocock and Gordon Wood ] have claimed -- are far from espousing classical virtue or the Aristotelian conception of man as zoon politikon [ a political animal ] . "" '"		
	Although nearly all British politicians and thinkers rejected the ideas of the commonwealth men   these writers had a powerful effect on British colonial America .		
	It is estimated that half the private libraries in the held bound volumes of Cato 's Letters on their shelves .		
republicanism EntityMentionSEP American Revolution EntityMentionSEP	The Commonwealthman ideas of civic virtue   freedom   and government carefully regulated and controlled by the people were major principles in the republicanism that became the dominant ideology of the American Revolution	NA NA	canism in the United States WikiLabelSEP n Revolution WikiLabelSEP
Birmingham EntityMentionSEP English EntityMentionSEP Worcestershire EntityMentionSEP	Maneer Mohammed Mirza ( born 1 April 1978 in Birmingham ) is an English : a right-arm fast-medium bowler and right-handed batsman who played for Worcestershire .	Q170486 NA NA	ham WikiLabelSEP  WikiLabelSEP ershire County Cricket Club WikiLabelSEP
Parvaz Mirza EntityMentionSEP	He is the younger brother of another former Worcestershire player   Parvaz Mirza   who died aged just 24 in 1995 .	Q12269708	Mirza WikiLabelSEP
first-class EntityMentionSEP Pakistan A EntityMentionSEP New Road EntityMentionSEP 1997 EntityMentionSEP	After a number of second-team appearances the previous year   Mirza made his first-class debut in Worcestershire 's drawn game against Pakistan A at New Road in July 1997 .	NA NA NA NA	lass cricket WikiLabelSEP n A cricket team WikiLabelSEP d, Worcester WikiLabelSEP glish cricket season WikiLabelSEP
County Championship EntityMentionSEP Kent EntityMentionSEP	He took 3-136 in his only innings   and two weeks later made his County Championship debut against Kent   taking three wickets in the match .	Q1079023 NA	Championship WikiLabelSEP unty Cricket Club WikiLabelSEP
at 32.63 EntityMentionSEP List A EntityMentionSEP	Having reached the first team he remained there for the rest of the season   playing a total of six first-class games and taking 19 wickets at 32.63 ; he also appeared in four List A games   but took just one wicket in total .	Q202785 Q5375	 average WikiLabelSEP cricket WikiLabelSEP
1998 EntityMentionSEP stress fracture EntityMentionSEP	Still only 20   Mirza 's career was disastrously affected in July 1998   when after a handful of second-eleven games he suffered a stress fracture of the back and was unable to play again that season .	NA Q5120022	glish cricket season WikiLabelSEP fracture WikiLabelSEP
1999 EntityMentionSEP 2000 EntityMentionSEP	He returned for 1999 and 2000   but never managed to force his way back into the First XI   and eventually left Worcestershire altogether .	NA	glish cricket season WikiLabelSEP
Surrey EntityMentionSEP Leicestershire EntityMentionSEP 2002 EntityMentionSEP	He appeared once each for Surrey 's and Leicestershire 's second teams in 2002	NA NA NA	County Cricket Club WikiLabelSEP ershire County Cricket Club WikiLabelSEP glish cricket season WikiLabelSEP
World Cup EntityMentionSEP alpine ski racer EntityMentionSEP Austria EntityMentionSEP	Marcel Hirscher ( born March 2   1989 ) is a World Cup alpine ski racer from Austria .	NA Q130949 NA	ine Ski World Cup WikiLabelSEP skiing WikiLabelSEP  WikiLabelSEP
Annaberg-Lungötz EntityMentionSEP Salzburg EntityMentionSEP 2007 EntityMentionSEP	Born in Annaberg-Lungötz   Salzburg   Hirscher made his World Cup debut in March 2007 .	NA NA NA	g-Lungötz WikiLabelSEP g (state) WikiLabelSEP pine Skiing World Cup WikiLabelSEP
2010 Winter Olympics EntityMentionSEP	At the 2010 Winter Olympics   Hirscher placed fourth in the and fifth in the at .	NA	skiing at the Winter Olympics WikiLabelSEP
2009 World Championships EntityMentionSEP 2011 World Championships EntityMentionSEP 2011 EntityMentionSEP	He placed fourth in the at the 2009 World Championships   but broke his ankle the weekend preceding the 2011 World Championships   which ended his 2011 season .	NA NA NA	ine World Ski Championships 2009 WikiLabelSEP ine World Ski Championships 2011 WikiLabelSEP pine Skiing World Cup WikiLabelSEP
2012 EntityMentionSEP	Returning after injury   Hirscher had his best season in 2012 with 9 victories and a total of 14 podiums   all in the two technical events ( except for one third place in the season 's last ) .	NA	pine Skiing World Cup WikiLabelSEP
	He won the World Cup overall and giant slalom titles   and placed third in the slalom .		
	In October 2012   Hirscher was awarded the Skieur d'Or Award by members of the International Association of Ski Journalists for his performances during the previous season .		
2013 EntityMentionSEP	Hirscher won the overall World Cup title again in 2013 with 6 victories ; he also won the slalom title and was runner-up in giant slalom .	NA	pine Skiing World Cup WikiLabelSEP
	Hirscher scored a total of 18 podium finishes out of 19 races in the two technical events .		
Ted Ligety EntityMentionSEP	The only race in either slalom or giant slalom where he finished outside top 3 was the giant slalom in Adelboden   where after leading after the first run and with a second advantage over Ted Ligety in the second several gates before the final Marcel Hirscher made a crucial mistake and finished only 16th .	NA	ety WikiLabelSEP
Stephan Eberharter EntityMentionSEP 2002 EntityMentionSEP 2003 EntityMentionSEP	He became the first male racer to retain the overall World Cup title since fellow Austrian Stephan Eberharter in 2002 and 2003	Q83347317 NA	 Eberharter WikiLabelSEP pine Skiing World Cup WikiLabelSEP
